Age,CreditScore,LoanDuration,NumberOfDependents,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,RiskScore,DebtToIncomeRatio,ApplicationYear,ApplicationMonth,SavingsAccountBalance_log,TotalLiabilities_log,TotalAssets_log,CheckingAccountBalance_log,MonthlyLoanPayment_log,TotalDebtToIncomeRatio_log,MonthlyIncome_log,LoanAmount_log,MonthlyDebtPayments_log,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanApproved
23,435,120,0,0.5016753460360677,1,2,0,0,25,5,0.940025188386129,6,18681,0.373891,0.3517295426900361,57.0,0.3072,2018,6,8.409162447202533,8.736328721332908,10.122864017281094,6.727431724850855,7.00397413672268,0.1722858777177607,7.1308988302963465,10.50207677030558,5.950642552587727,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
26,596,36,2,0.2537742216783235,4,1,0,0,37,24,0.6373443851469996,6,104362,0.229192,0.2334033991696021,57.0,0.24607791292085315,2021,4,7.201916317531627,9.940253331726451,11.736956622245692,7.229113877793302,7.402451520818244,0.33857738697821055,7.257178996206677,10.649985908593068,5.855071922202427,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
42,550,36,0,0.493115300912424,2,0,0,0,20,20,0.8833939723756571,2,4510,0.275027,0.2814093410194428,53.0,0.14382102272727273,2021,12,7.071573364211532,10.886726400141653,9.627865794576714,7.844632644464681,7.898782356970309,0.45692473468749983,7.537607609169768,11.082557847244853,5.598421958998375,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29,587,72,0,0.5561757486478038,0,2,0,0,21,24,0.9777858621383244,3,2818,0.248172,0.2429716524829472,60.0,0.11141591052964761,2023,5,8.502891406705377,12.020375397496302,11.25497046539134,5.429345628954441,6.561030665896573,-1.0930279278250228,8.058116313859424,10.191369604990575,5.863631175598097,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,545,24,0,0.4427889090365702,2,1,0,0,25,14,0.7497105325600312,5,18759,0.2155589999999999,0.2203210956504395,51.0,0.38614427955594555,2022,3,7.725330037917135,11.34244551873887,11.543309169604669,7.647308832356238,6.517671272912275,-0.613851641493125,8.382251280669058,9.477232830220407,7.430707082545968,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,501,72,0,0.3005112406968718,4,2,0,0,28,24,0.7936004873401418,2,97997,0.3207419999999999,0.3335335292833708,56.0,0.0362610797743755,2018,8,8.063062911326792,9.19238004659919,11.588209174245527,7.513163545234075,7.503840746698951,-1.1694223901029668,8.797649218776279,10.937419087729905,5.480638923341991,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
43,620,72,1,0.2939029924115942,4,2,0,0,28,5,0.9097816049408192,9,118633,0.220303,0.2162156349826186,47.0,0.16914188219783627,2019,12,7.6251071482389,8.260234291607297,11.715866308966918,6.089044875446846,5.942799375126701,-1.355564181490484,8.365943854176694,9.635804166591036,6.588926477533519,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
59,608,24,3,0.4141993367548979,0,2,0,0,32,16,0.7678271351366157,2,86502,0.2106799999999999,0.2153670487837357,50.0,0.15444373586874602,2020,2,7.05617528410041,10.335010194963582,11.672438882438174,7.282073658093465,7.6251071482389,0.4575744521226012,7.270602799976628,10.58860256139881,5.402677381872279,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
47,529,36,1,0.2966123054277879,2,0,0,0,27,18,0.8064411200567195,5,8340,0.233071,0.2508498200381841,50.0,0.09719946372709669,2020,5,8.869960510523953,10.995662499240233,9.616605160254911,6.35088571671474,6.214608098422191,-1.565376880271104,8.406336115830587,9.43914785291483,6.075346031088684,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
47,503,36,0,0.1129625087489002,2,0,0,1,18,29,0.9514929435896392,4,60277,0.271699,0.3164384211470886,58.0,0.12486228424531766,2023,12,6.810142450115136,10.118276299467585,11.351217970875567,6.727431724850855,7.412160334945205,-0.49193716021469813,8.132633043987969,10.550564616241545,6.052089168924417,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
32,519,120,1,0.293634413705504,2,0,0,1,22,5,0.8362471989451403,6,172754,0.3092789999999999,0.3011701355271689,54.0,0.049960870245734854,2021,11,6.682108597449809,10.557165989185707,12.260589239501622,6.1070228877422545,5.8971538676367405,-2.1336083711897467,8.580011483808388,9.530900972993903,5.583496308781699,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
36,629,36,0,0.6866570581873702,5,1,0,0,18,27,0.5655842572546569,4,74177,0.185511,0.196546414073322,54.0,0.06818181818181818,2024,9,8.195057690895077,9.176162920174596,11.336677426964654,7.791109510610028,6.318968113746434,-1.57330318834767,8.29137941154615,9.616538544660177,5.605802066295998,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,544,60,0,0.7442724495332104,1,3,0,0,19,13,0.8740207791858948,5,70628,0.252867,0.2806981871929987,54.0,0.08719917595280458,2022,4,8.706159290928861,7.325807502595773,11.186460983295962,8.833899942908635,6.428105272684596,-1.4854253689727017,8.400565737817645,9.896815342768063,5.961005339623274,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
37,537,12,0,0.1316023282157243,1,0,0,0,24,4,0.7458715210598195,2,13765,0.240522,0.2770552635517995,56.0,0.3226424960780896,2023,10,8.388905171114706,10.170494867496725,10.593780664113167,6.879355804460439,8.352790135124629,0.9325181643957787,7.556079415933762,10.69244478794205,6.424869023905388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54,639,36,2,0.2798333121295636,4,0,0,0,23,29,0.929636088860346,4,4179,0.188331,0.212265964990377,41.6,0.042539419711737476,2019,2,7.338238150065589,11.45855375290289,9.80410910855585,9.017483513266844,6.759255270663693,-2.116381432561974,9.312182204322383,10.035874540579453,6.154858094016418,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
26,537,36,0,0.074396614305261,3,3,0,0,25,24,0.8960751729789969,4,65738,0.243487,0.215443059851718,48.0,0.134915234178526,2020,8,9.070388411548738,10.18282238350008,11.431531010765534,6.60934924316738,6.931471805599453,-0.6959894435890267,7.943279845446625,10.203110547555557,5.940171252720432,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
26,617,24,3,0.3150731565260343,3,1,0,1,18,10,0.3174312066291725,5,67607,0.232728,0.255335320217564,57.0,0.18435683062428385,2019,2,7.9483852851118995,8.460834457746854,11.189035735548938,7.754481547470383,8.17526610411206,0.6899018808211295,7.5825263143363735,11.100858613227501,5.8916442118257715,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,571,60,2,0.3904453628369976,3,0,0,0,15,28,0.8708511081129277,3,145147,0.242233,0.2530690974049008,48.0,0.7784,2020,7,8.370547611074752,9.596010852756168,11.982009921906497,7.141245122350491,6.508769136971682,0.27419564422342363,7.1308988302963465,10.031572892299346,6.880384082186005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,597,12,0,0.516037309445492,3,0,0,0,29,8,0.8531839191314877,3,27673,0.186332,0.1847082955446858,43.2,0.03885327948020019,2019,8,4.454347296253507,8.760453046315272,10.435585311577658,5.7745515455444085,7.507690077819904,-1.2768785248060768,8.934938148166188,9.895052073715027,5.68697535633982,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
41,642,108,2,0.1064599150941826,10,1,0,0,23,15,0.9369532467912088,7,12704,0.23955,0.2601878595674307,47.0,0.18288245530770447,2024,5,8.629092283913646,10.216873920776164,10.598258414212172,7.817222785508166,5.924255797414532,-1.1998771429129789,8.058485521912353,9.65181591760738,6.359573868672378,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,497,48,3,0.086810988970052,4,1,0,0,23,17,0.8051574612414852,8,2755,0.262839,0.2103199032945785,44.0,0.03196136918521245,2018,1,6.556778356158042,9.927008747577474,8.470311205516108,5.44673737166631,6.226536669287466,-2.7357226563098735,9.641706034905377,9.701310167030824,6.198478716492308,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
37,595,48,1,0.1403573202604739,7,2,0,0,21,5,0.9233926648095636,3,96143,0.22988,0.2382475795737695,53.0,0.19070564796367512,2023,12,9.069352678675205,9.242420265439595,11.575609141947458,8.499029220788566,6.9584483932976555,-0.2537372911302294,7.49475459697097,10.385296227231626,5.8377304471659395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
33,639,60,1,0.1847259384175796,2,0,0,0,25,19,0.4719045102201923,4,9546,0.21861,0.2025326939031299,50.0,0.07503368224686496,2022,2,9.232590980911002,10.243133319606999,10.535689747468632,6.208590026096629,6.78105762593618,-1.3554675817971538,8.481462381460439,10.407590630541291,5.8916442118257715,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
38,595,60,1,0.2460840071054824,1,2,1,0,19,23,0.9412704448312904,7,7571,0.235428,0.2439329665048606,63.0,0.11113490364025697,2024,4,7.757478766584179,8.024862150286411,9.271153211372695,5.908082938168931,6.695798917058491,-0.990883982497378,8.043449242554779,10.237385048784873,5.846438775057725,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
33,638,24,4,0.2170237409889543,2,2,0,0,20,23,0.7743946549060683,6,56277,0.174343,0.1752363709552973,37.6,0.03931102868265453,2020,1,9.062652099076578,9.727108305197802,11.198803587809808,9.779793330189797,6.814542897259958,-2.1231385702763292,9.336569123438307,9.817003309314352,6.100318952020064,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
25,588,48,1,0.3646320761328685,1,1,0,0,25,12,0.708481793748219,8,39297,0.230517,0.2382215339413271,59.0,0.07023657931774009,2022,1,9.436280010592395,11.093736615642253,11.56223930152315,7.016609683894219,6.8658910748834385,-1.116470494361031,8.224230534520531,10.292721647533876,5.568344503761097,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
53,534,48,1,0.0576548643037873,5,1,0,0,16,13,0.7110568351644022,3,27711,0.246233,0.2441471503972931,56.0,0.0950797391668956,2022,1,8.078998258685154,9.459619396895018,10.61009375278023,6.687108607866515,6.393590753950631,-1.6147433014200312,8.659314666743398,9.810988418039205,6.306275286948016,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
18,494,48,1,0.2267617667840603,3,1,0,1,27,26,0.783463973914532,5,33836,0.262249,0.2696238170833969,59.0,0.09209789518758853,2019,4,8.690978417187905,10.929636669470522,11.40357923913406,8.025843344150903,6.1903154058531475,-1.2550462503045592,7.83594164310268,9.564442007795789,5.4510384535657,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49,497,36,0,0.3104952615893915,5,1,0,0,28,26,0.764838059654142,2,10879,0.249158,0.2705064913865601,40.0,0.1796962879640045,2024,3,9.457590998633625,10.62948906996702,10.555213600795284,5.556828061699537,6.248042874508429,-1.3207028044540952,8.687217220399786,9.44604470533525,6.970730078143525,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
39,554,36,5,0.267430935340142,4,1,0,0,22,4,0.9285713412469124,6,205780,0.2879929999999999,0.3000617526277124,53.0,0.2256,2023,3,7.192182058713246,9.178436822963175,12.28055840345672,7.959275960116396,8.130353547431238,1.0792526395891364,7.1308988302963465,11.28969440982767,5.641907070938114,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
48,585,36,0,0.0524508933811314,0,1,0,0,17,17,0.8926205776270504,6,32426,0.244918,0.257114477716965,48.0,0.048083928311234155,2019,3,6.963189985870238,10.213212388363457,10.996869520224648,5.641907070938114,7.6511201757027,-1.036647779401267,8.833899942908635,10.867005322772965,5.799092654460526,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
41,630,60,2,0.339547553951029,3,2,0,1,21,1,0.9036044447767771,3,178403,0.215822,0.2350283685182338,62.0,0.03740860397891515,2024,2,8.87626525995469,8.461257559085935,12.117957022721843,7.244941546337007,6.5998704992128365,-1.246508890487158,7.986334913900011,10.158982120734663,4.700480365792417,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
49,623,48,0,0.4992510265066939,2,1,0,1,24,17,0.7520815151432654,6,4769,0.190022,0.1706873889396646,57.0,0.15714504518302955,2019,3,7.0967213784947605,10.349358568612542,10.491440870217568,7.686162303492906,5.236441962829949,-1.537748468677115,8.090861890626687,8.782936356349264,6.240275845170769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,491,84,2,0.2752266546488097,1,2,0,0,37,29,0.6383903120803255,5,27329,0.313407,0.3760884,38.400000000000006,0.013917118172499634,2024,3,10.222704628596402,7.643482907077201,10.289294022981109,7.546974117516527,7.045776576879511,-2.3575266607840843,9.56290270404129,10.431376761728,5.288267030694535,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
42,609,36,2,0.1218608366590301,2,0,0,0,22,27,0.7946510945169183,4,31784,0.202955,0.1938563527149951,49.0,0.061682021272389385,2024,3,6.0063531596017325,9.737314897481545,10.793885952444333,7.4821189235521155,6.717804695023691,-1.3548116125823255,8.346444410974899,10.01926858552184,5.560681631015528,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
35,613,72,1,0.183718793276336,3,0,0,0,33,25,0.7474990842303562,4,3146,0.228565,0.222010975832691,51.0,0.2496,2023,7,8.628197749459149,11.26650049236665,9.781715320606217,5.793013608384144,6.226536669287466,-0.42335993639447295,7.1308988302963465,9.906732282701016,5.7430031878094825,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
57,545,72,1,0.0262401779720074,3,0,0,0,24,21,0.7575979669359731,3,30100,0.255776,0.3069312,51.0,0.03295078504541294,2021,10,9.581628028282761,9.182557990963732,10.592275244318621,8.180320874773685,6.003887067106539,-2.28822975860102,8.685739751527228,9.493713172839865,5.272999558563747,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,582,48,2,0.162294943733436,5,2,0,0,27,9,0.9609180601496252,9,9881,0.230417,0.2220667515460058,38.400000000000006,0.042761692650334075,2020,8,9.416378455387454,10.147452819542636,9.591034531092426,7.76004068088038,6.727431724850855,-2.154572119056922,9.342428014561666,10.181763021288337,6.1903154058531475,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
48,647,24,1,0.102854898313285,2,1,0,0,27,2,0.6656911368197417,5,114279,0.1694,0.1551262093304595,40.0,0.049175024263992236,2021,4,7.470793774195062,9.866927297224326,11.802313581301199,7.933079771880415,6.77078942390898,-1.5585947757936085,8.595865730067539,9.792555991828847,5.583496308781699,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
58,622,60,3,0.2093728147808672,4,1,0,0,26,1,0.7546266112723292,6,5841,0.203241,0.1742100856590061,43.2,0.011789762968052217,2018,8,8.636042325254618,12.21059739340159,10.935122793721016,6.964135612418245,5.442417710521793,-3.477083126806486,9.403368299385768,9.13140538388804,4.962844630259907,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
50,648,36,3,0.2949425410829969,3,0,0,0,18,25,0.9604366159852876,4,37003,0.177078,0.1969766659941816,56.0,0.21005455962587685,2024,12,8.305236829492593,9.817439347910675,10.921504202914962,6.46302945692067,6.38856140554563,-0.8165598405116761,7.850103545175582,9.685207156887905,6.289715570908998,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
43,574,24,1,0.3494580962913112,1,1,0,0,23,16,0.758594686128477,10,23493,0.219311,0.2323262927885754,53.0,0.14451358732148453,2019,2,7.362645270417825,10.60129883922295,11.061625820518264,5.332718793265369,7.404279118037268,-0.5344819143645415,8.222240306105501,10.351724752488161,6.2878585601617845,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,569,48,0,0.0388202424691242,4,0,0,0,26,28,0.7373354633163524,6,47412,0.222448,0.2185972664041653,55.0,0.13597067299209972,2019,1,7.138073034044347,10.3321807867635,11.265962981795465,7.9420068084898565,5.926926025970411,-1.4947239424772218,8.354889924936032,9.388319179336001,6.359573868672378,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
58,657,60,0,0.4178369601231085,2,1,0,0,25,10,0.6448940928241217,5,58277,0.21891,0.175128,34.4,0.143860555803519,2022,6,8.183955717304954,9.822494393326597,11.247930743883217,5.25227342804663,6.970730078143525,-1.4105802344368485,9.27258720670523,10.655139462468636,7.333676395657684,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
